#{"t_start": 1767949727.7909951, "env_id": "CustomHalfCheetah-source-v0"}
r,l,t
1070.785711,1000,15.945011
1025.315686,1000,33.883472
1048.659068,1000,51.07318
1051.742809,1000,68.172709
1155.51684,1000,85.05936
1183.092777,1000,101.948338
1287.756394,1000,117.71608
1483.563473,1000,133.276548
1402.681377,1000,148.5749
1602.541375,1000,163.621362
1823.894648,1000,179.291041
1794.194348,1000,197.725498
1991.016228,1000,220.309744
1943.670549,1000,241.937455
2004.470965,1000,261.374789
1980.325636,1000,278.421617
1950.040335,1000,295.871021
1845.951325,1000,315.526537
1940.741516,1000,335.065025
2094.15309,1000,353.630233
1984.568291,1000,371.481723
1915.075313,1000,390.31292
2068.807754,1000,409.148378
1952.543479,1000,426.812616
1784.654421,1000,443.518564
1961.079364,1000,468.689442
2078.45323,1000,493.754917
2098.384426,1000,515.586159
2150.450617,1000,541.28928
2141.867749,1000,566.8399
2451.878207,1000,592.493591
2001.542082,1000,616.134745
2317.129054,1000,640.713123
2535.318773,1000,665.418
2863.488319,1000,689.10279
2843.372694,1000,713.115871
2771.120098,1000,737.067856
3209.624064,1000,761.812172
2300.454975,1000,786.689283
2877.280612,1000,810.687108
3329.122328,1000,835.25587
3441.613478,1000,860.07436
3355.05603,1000,884.108612
3407.43115,1000,908.349569
3456.159188,1000,933.031123
3664.569583,1000,956.843087
3568.594571,1000,980.819334
4004.301465,1000,1004.020253
4025.994909,1000,1028.191671
4004.3087,1000,1053.116649
4064.407132,1000,1077.983717
3852.352135,1000,1104.218336
4124.880036,1000,1128.125589
4237.848166,1000,1153.682854
4210.786135,1000,1178.4167
4336.296976,1000,1204.693053
4439.789421,1000,1232.284106
4328.343446,1000,1261.699563
4354.918025,1000,1287.797619
4515.720765,1000,1308.638072
4463.141527,1000,1326.372072
4560.862178,1000,1352.015528
4711.942958,1000,1377.498172
4755.3264,1000,1403.377447
4774.756716,1000,1424.782229
4720.783582,1000,1439.887888
4717.628609,1000,1456.356418
4717.66923,1000,1474.31159
4719.472487,1000,1495.317285
4658.082467,1000,1518.231739
4690.240386,1000,1542.189772
4820.301598,1000,1559.72535
4855.167249,1000,1578.056472
4839.731808,1000,1598.468746
4871.477602,1000,1616.105171
4693.684356,1000,1635.517232
4738.937167,1000,1654.146983
4784.148012,1000,1670.977225
4945.920252,1000,1692.090005
4977.393216,1000,1713.059167
4825.450194,1000,1733.179196
5005.981816,1000,1750.209733
5019.6281,1000,1769.768303
4972.034882,1000,1794.294837
4926.900615,1000,1820.592221
5020.370662,1000,1846.909544
5006.524069,1000,1890.24147
5052.274615,1000,1936.693311
4851.606792,1000,1985.14655
5158.817473,1000,2030.542554
5013.289341,1000,2075.400873
5155.021147,1000,2120.610438
4991.682523,1000,2166.35848
5083.837108,1000,2578.029794
5205.198688,1000,2624.44363
5296.230396,1000,2670.671004
5070.383581,1000,2716.765551
5147.502731,1000,2762.883101
5075.636523,1000,2809.003621
5209.744828,1000,2855.613185
5251.209672,1000,2901.445853
5249.279788,1000,2948.456026
5215.361531,1000,2994.421863
5242.841951,1000,3040.038627
5322.533537,1000,3085.867971
5334.682354,1000,3132.334203
5483.307226,1000,3181.825388
5391.940004,1000,3229.15761
5263.166845,1000,3279.48513
5405.239842,1000,3327.306701
5242.939478,1000,3380.426481
5433.396449,1000,3432.816182
5356.260763,1000,3487.455058
5248.069804,1000,3548.428736
5748.231413,1000,3602.967756
5555.761783,1000,3651.405851
5773.928227,1000,3698.413788
5638.271425,1000,3748.553329
5664.778102,1000,3793.765536
5577.572985,1000,3841.370722
5275.517015,1000,3889.542578
5244.72328,1000,3937.800475
5684.785856,1000,3986.425684
5624.405366,1000,4034.458407
5447.122762,1000,4082.58744
5598.763667,1000,4130.525982
5693.530808,1000,4179.066848
5716.991099,1000,4225.812631
5357.605149,1000,4271.738568
5555.79534,1000,4294.749418
5709.845846,1000,4310.932338
5621.399263,1000,4325.767612
5697.704667,1000,4349.902707
5639.981545,1000,4367.04631
5788.134846,1000,4384.633787
5637.296223,1000,4399.664507
5778.724617,1000,4414.652307
5614.3137,1000,4429.518492
5757.712834,1000,4446.340761
5666.328195,1000,4467.442888
5678.352557,1000,4507.707348
5678.934573,1000,4553.863311
6142.06532,1000,4599.855215
6001.002249,1000,4646.357541
5696.597964,1000,4692.317661
5756.850709,1000,4738.126696
5967.073241,1000,4783.99379
5924.409663,1000,4829.741729
6110.333276,1000,4876.265541
6015.03082,1000,4922.065524
5924.966592,1000,4967.778024
6063.615601,1000,5013.739855
6103.721421,1000,5059.703064
6181.751111,1000,5105.465647
6179.302764,1000,5151.617739
6377.083209,1000,5197.738561
6264.482618,1000,5243.795455
6185.684757,1000,5289.834477
5898.8993,1000,5335.680341
6158.482192,1000,5381.89458
6169.82856,1000,5427.82525
6351.557198,1000,5474.083241
6383.202653,1000,5519.563132
6263.317484,1000,5565.580221
6716.127367,1000,5611.627688
6268.918067,1000,5657.500586
6377.741103,1000,5704.194968
6402.223,1000,5731.771905
5916.80598,1000,5747.312669
6340.972663,1000,5761.510624
6391.49253,1000,5775.890616
