#{"t_start": 1767913475.032548, "env_id": "CustomHalfCheetah-v0"}
r,l,t
1007.585925,1000,42.887247
1033.336806,1000,74.519601
1070.500335,1000,114.339077
1055.298355,1000,154.018992
1127.374273,1000,201.851868
1172.630108,1000,248.806208
1273.734116,1000,296.082515
1314.934992,1000,343.47163
1451.596467,1000,390.547267
1531.419839,1000,438.028797
1731.426186,1000,485.092308
1671.107002,1000,531.849023
1749.917778,1000,579.060981
1798.585966,1000,626.184294
1927.707683,1000,673.189478
1920.068205,1000,724.111185
2002.907534,1000,778.868216
2183.766578,1000,833.353276
2224.760172,1000,888.233537
2277.43812,1000,942.190244
2327.350072,1000,995.888201
2270.274829,1000,1050.015146
2274.00932,1000,1104.076392
2353.493336,1000,1158.120102
2346.882751,1000,1212.297913
2357.846561,1000,1266.489399
2395.47767,1000,1320.49018
2356.201612,1000,1374.729817
2448.734266,1000,1429.207189
2452.061258,1000,1483.400451
2527.553661,1000,1537.657214
2557.153261,1000,1592.541565
2517.530726,1000,1646.920199
2555.703165,1000,1700.919632
2555.210542,1000,1754.986917
2527.39402,1000,1809.383492
2505.292581,1000,1863.844121
2481.317456,1000,1918.052069
2530.298446,1000,1972.187414
2543.475678,1000,2026.582312
2504.718059,1000,2080.715722
2494.369541,1000,2134.305713
2533.115618,1000,2188.147438
2516.896847,1000,2251.679475
2518.693536,1000,2332.218251
2533.582278,1000,2457.155368
2589.470316,1000,2587.015873
2518.089936,1000,2721.326981
2583.307567,1000,2891.791135
2576.235536,1000,2975.502085
2502.376279,1000,3086.533015
2567.533137,1000,3190.73711
2537.277477,1000,3302.458149
2553.476697,1000,3414.513957
2567.290968,1000,3506.318157
2594.683948,1000,3596.444508
2547.724881,1000,3676.525167
2541.127498,1000,3757.22771
2580.469583,1000,3826.771438
2586.44962,1000,3890.900634
2589.729877,1000,3935.748567
2615.820084,1000,3956.300881
2528.435736,1000,3981.432337
2523.083778,1000,4005.892592
2556.929757,1000,4030.527785
2581.696822,1000,4055.892046
2590.469726,1000,4085.740729
2558.809912,1000,4110.657082
2605.653739,1000,4135.798805
2653.29543,1000,4160.284836
2489.701937,1000,4185.923327
2532.739622,1000,4211.042636
2544.316947,1000,4234.589239
2547.458281,1000,4255.946563
2628.325703,1000,4277.702437
2568.206809,1000,4299.389155
2600.567855,1000,4320.702918
2655.673111,1000,4341.245926
2592.738105,1000,4362.594283
2586.241995,1000,4382.636719
2574.865976,1000,4402.680913
2554.917793,1000,4423.529624
2842.004264,1000,4443.601341
2528.03525,1000,4463.776708
2605.211497,1000,4484.683746
2741.569589,1000,4505.197466
2655.107883,1000,4525.450542
2511.62271,1000,4545.462547
2661.764559,1000,4565.512162
2864.565457,1000,4585.688565
2828.30702,1000,4605.939875
3188.638184,1000,4626.312352
3131.066337,1000,4646.48513
3048.097587,1000,4666.662437
3009.36223,1000,4686.919264
3125.287683,1000,4707.244804
2965.371595,1000,4727.988811
2885.864785,1000,4747.904652
3176.447189,1000,4767.756478
3008.90495,1000,4788.212413
3164.565316,1000,4808.131665
3142.979466,1000,4828.178835
3250.888454,1000,4848.259757
3020.303702,1000,4869.19032
3172.248446,1000,4889.523571
3162.459584,1000,4909.94012
3296.556335,1000,4930.462158
3409.391578,1000,4951.227105
3085.381513,1000,4971.843683
3358.615243,1000,4992.330371
3205.243271,1000,5013.044946
3221.662984,1000,5034.448188
3187.55781,1000,5054.801213
3284.194538,1000,5075.376726
3320.453566,1000,5096.675501
3382.083325,1000,5116.699763
3558.445773,1000,5137.086353
3588.424091,1000,5157.269716
3462.88571,1000,5177.473721
2464.527263,1000,5197.246929
2869.588261,1000,5215.316694
3566.935335,1000,5232.61942
3792.821755,1000,5249.591105
3796.564285,1000,5266.674499
3563.922241,1000,5283.98746
3719.789415,1000,5301.192592
3842.012653,1000,5318.608461
3969.761683,1000,5336.36372
4010.329021,1000,5353.768549
3814.550756,1000,5370.802168
3802.870274,1000,5388.257604
3914.397176,1000,5406.193493
3981.628128,1000,5422.168438
3854.255933,1000,5437.363946
3830.198688,1000,5452.897939
3980.7787,1000,5468.26841
3985.177148,1000,5483.66012
3990.595379,1000,5499.019186
4059.504186,1000,5514.342487
4223.326727,1000,5529.608115
4028.426669,1000,5544.984014
4016.658764,1000,5560.397022
4476.103649,1000,5576.309901
4090.545219,1000,5591.466126
4254.280318,1000,5606.803203
4225.38521,1000,5622.718652
4240.34179,1000,5640.153547
4332.671063,1000,5668.06882
4135.966882,1000,5694.738651
4224.82827,1000,5722.362657
4344.922474,1000,5750.433596
4393.08542,1000,5778.802887
4177.653886,1000,5806.721486
4262.95103,1000,5834.101766
4243.080717,1000,5862.45021
4305.958944,1000,5890.37528
4267.508977,1000,5917.79798
4397.320284,1000,5945.430512
4329.607065,1000,5974.737728
4392.866348,1000,6002.730926
4380.183036,1000,6031.355785
4384.968419,1000,6061.52393
4437.252011,1000,6091.680996
4304.134036,1000,6121.691989
4362.317294,1000,6150.624566
4588.010792,1000,6179.267381
4442.546468,1000,6208.476265
4318.423703,1000,6238.810276
4446.994215,1000,6268.457738
4333.792809,1000,6297.421246
4704.806058,1000,6327.259944
4547.671378,1000,6356.912711
4596.553663,1000,6386.276074
4706.262639,1000,6415.515213
4580.100774,1000,6445.028147
4634.794536,1000,6474.363601
4633.236575,1000,6503.859413
4755.760061,1000,6531.843577
4836.020472,1000,6560.001583
4742.762224,1000,6589.044081
4828.901757,1000,6618.190789
4818.614486,1000,6647.684125
4656.087367,1000,6675.881751
4836.179699,1000,6704.93765
4767.517742,1000,6734.404645
4873.728782,1000,6764.21652
4836.535191,1000,6793.794947
4934.624269,1000,6823.017446
4917.740945,1000,6851.757427
5062.174507,1000,6881.180512
4993.70496,1000,6910.010884
4972.354692,1000,6937.714698
5057.35896,1000,6965.627189
4908.172149,1000,6994.569904
4993.9687,1000,7023.681617
5171.878514,1000,7053.261348
5045.904454,1000,7083.78472
5256.972297,1000,7112.846649
5348.194452,1000,7142.40956
5004.701501,1000,7170.949904
4961.672205,1000,7200.495795
5132.817608,1000,7231.09912
5085.512343,1000,7260.536112
5092.013354,1000,7291.258377
5247.051998,1000,7321.498139
5307.308455,1000,7351.209532
5141.934474,1000,7380.816988
5273.788897,1000,7410.841358
5321.85414,1000,7439.954205
5212.03119,1000,7469.965764
5256.468267,1000,7499.365652
5218.036473,1000,7528.731568
5050.929753,1000,7559.152685
5503.015929,1000,7588.444167
5424.128951,1000,7618.347995
5243.873694,1000,7646.497093
5386.720979,1000,7676.109043
5392.845493,1000,7705.464706
5326.141257,1000,7734.027932
5404.326764,1000,7761.546154
5420.148509,1000,7791.28053
5455.182849,1000,7820.27765
5686.767115,1000,7851.150258
5448.196707,1000,7881.375723
5551.185726,1000,7910.917552
5360.268797,1000,7939.314197
5656.003504,1000,7965.283823
5553.574018,1000,7991.45715
5746.898604,1000,8018.913856
5565.139632,1000,8045.184821
5620.597053,1000,8074.97873
5516.616531,1000,8102.200529
5397.568762,1000,8130.73117
5503.162182,1000,8160.280889
5737.277216,1000,8187.959939
5812.533252,1000,8216.866542
5638.824238,1000,8246.026444
5708.383377,1000,8276.401807
5746.495904,1000,8305.34235
5779.224548,1000,8332.697906
5953.98086,1000,8358.871427
5848.156132,1000,8387.322487
5752.808331,1000,8416.848816
5983.37895,1000,8446.694324
5751.748229,1000,8477.731479
5861.820748,1000,8508.761798
5923.436168,1000,8538.266396
5920.550069,1000,8566.764269
5818.540612,1000,8596.586114
5980.186307,1000,8626.124794
