#{"t_start": 1769601746.36591, "env_id": "CustomHopper-source-v0"}
r,l,t
8.791199,17,0.067863
3.868667,12,0.171603
4.481489,14,0.351464
3.471537,16,0.55362
13.649158,24,1.062556
38.937738,38,1.820093
15.722884,23,2.163315
13.712106,20,2.469313
63.267891,79,3.6386
54.272276,39,4.139339
83.902749,53,4.968243
106.818596,129,7.080104
87.630412,64,8.068659
245.004766,114,9.537017
254.498629,108,11.076285
340.834964,146,12.968955
502.986697,192,15.447732
383.162891,140,17.275458
333.305449,137,19.028265
343.892047,124,20.886493
298.918549,123,22.461163
350.626664,128,24.121303
333.419171,120,25.848902
394.51658,139,27.57479
364.495975,132,29.4671
254.484957,110,31.10345
382.734508,132,33.145928
296.173412,118,34.67184
363.804711,133,37.803082
255.546935,101,39.471727
397.003383,138,41.335271
407.129366,138,43.495037
396.725227,138,45.16273
426.971282,156,47.106063
390.355613,149,48.919859
241.223053,100,50.104522
257.750751,104,51.347088
391.05335,144,53.075621
344.124381,136,54.694389
340.829022,120,56.221501
333.202933,129,57.770646
355.660621,127,59.330066
307.700388,119,60.745839
349.674826,124,62.260376
224.913193,102,63.479668
259.438734,104,64.719507
335.808977,119,66.136228
192.816042,82,67.126152
208.335622,89,68.186155
142.267927,67,68.988113
198.984279,89,70.046423
225.664418,94,71.165898
224.759188,98,72.40779
260.209081,111,73.731176
339.245432,129,75.543145
317.764387,127,77.233645
449.827038,158,79.222159
299.812562,133,80.840741
200.071747,105,82.135298
331.23021,127,83.69822
357.325063,129,85.219377
400.212414,143,86.977921
520.864603,179,89.254866
331.449111,126,90.789375
409.879199,143,92.601738
304.254778,118,93.986937
466.701687,145,95.784617
279.947228,114,97.141789
247.031185,102,98.30341
358.931961,121,99.672402
340.640109,117,100.993108
285.877198,104,102.210921
322.173942,113,103.484509
424.09401,133,104.988875
509.15208,168,106.88563
586.192378,179,108.920965
432.626741,142,110.524712
275.23738,109,111.754425
469.543667,151,113.458672
382.818066,134,114.969122
357.627163,129,116.423229
278.59027,114,117.809582
398.935268,139,119.440707
660.974584,207,121.833162
595.855014,202,124.110697
456.535569,200,126.375581
618.329318,222,128.887894
1089.157401,364,132.984397
281.330758,134,134.495869
366.641084,140,136.071859
368.37325,137,137.754427
396.384521,145,139.385466
667.933181,214,142.329735
702.14886,220,144.933286
434.273614,158,146.707534
289.048263,116,148.015104
359.986214,133,149.511865
436.168203,157,151.363485
437.347042,156,153.133178
502.91291,169,155.073407
314.572703,123,156.454616
699.688969,245,159.217706
313.923178,123,160.610685
331.891719,132,162.117453
619.955671,200,164.401453
851.849584,267,167.986654
571.662457,214,170.424387
270.405261,113,171.771551
1516.99498,462,177.079588
884.475941,293,180.406841
458.065157,171,182.381391
631.026536,202,184.655302
643.625684,217,187.118088
419.851219,154,188.855149
431.184333,178,190.862965
327.130894,126,192.286931
1301.544628,393,196.823918
289.44278,120,198.19703
737.752533,294,201.51766
299.135823,122,202.895613
791.706229,260,205.83509
141.701821,85,206.873971
510.346832,180,208.961808
1097.502494,500,215.015821
1507.9182,442,220.348489
278.161349,165,222.243478
132.068327,93,223.294997
1024.522456,500,228.986736
935.432451,300,232.512543
329.480961,132,234.011258
985.794842,391,238.507656
276.546833,112,239.813428
1200.055001,491,245.628767
1259.589717,500,251.409392
744.08336,228,254.029508
740.939457,246,256.814288
680.478566,217,259.389454
1074.123085,364,263.546002
318.703773,125,265.06963
799.921513,242,267.792651
325.320076,121,269.152493
597.504522,231,271.850208
914.242186,296,275.193742
312.408781,120,276.545215
548.403886,196,278.759435
254.93587,107,279.964504
365.121646,136,281.49206
791.216319,258,284.444507
757.193363,256,287.323329
261.180966,106,288.535592
770.46982,265,291.544612
332.798737,124,292.955938
1546.750939,500,298.579001
253.41564,107,299.783624
270.153768,112,301.101715
599.966877,229,303.713512
1156.694828,378,307.964086
1369.072231,500,313.606569
1021.024874,317,317.17287
1259.997476,408,321.772232
151.308971,75,322.613668
1491.442452,469,327.888882
356.586726,131,329.364703
618.281438,240,332.100506
840.25303,268,335.116455
354.387312,131,336.588575
490.653346,205,338.898098
1350.005783,500,344.587109
1486.906737,500,350.217277
506.999515,171,352.137295
574.337675,193,354.306287
458.828454,156,356.057171
549.429959,194,358.231371
312.829612,125,359.63168
308.302296,123,361.054668
409.098657,143,362.670663
897.717988,275,365.755122
355.81389,136,367.282229
1501.086651,440,372.224988
314.456648,119,373.563273
272.350567,108,374.784427
254.233032,126,376.198674
617.175181,220,378.679298
1475.574199,432,383.595035
902.291092,323,387.240972
319.307474,123,388.642281
269.753545,117,389.957604
418.018569,151,391.691045
312.800347,126,393.113317
298.288641,119,394.456185
378.507186,155,396.223984
1373.377992,428,401.042674
274.637041,113,402.313978
866.533478,282,405.473761
1437.660269,500,411.248764
465.060708,175,413.209907
1209.41794,363,417.282332
277.725707,115,418.568637
409.111392,149,420.244184
333.864402,129,421.733942
345.26587,137,423.279385
425.215747,159,425.076049
306.939218,125,426.480867
265.827305,110,427.712395
1371.558375,500,433.319215
1492.461064,500,438.984629
703.208461,225,441.514994
235.777322,97,442.605255
1388.684269,500,448.214152
830.226796,248,451.038663
283.178477,112,452.32268
319.193155,117,453.675935
859.118638,266,456.685024
970.3,277,459.92772
402.154558,141,461.510518
409.34094,146,463.237207
338.149296,128,464.683256
313.273606,119,466.016428
1258.596746,427,470.820585
340.376893,129,472.277588
1138.323671,500,477.900047
1603.285628,500,483.564192
1773.319305,500,489.250483
326.504001,126,490.673859
367.560399,136,492.205635
891.782169,283,495.629989
1406.239209,408,500.269232
507.073372,179,502.278011
1530.876377,500,507.919362
350.91962,130,509.389889
1537.043678,441,514.464977
264.294077,106,515.676067
368.537608,136,517.214701
1343.440347,418,521.947994
311.521119,120,523.348586
1155.319112,365,527.477235
618.650899,215,530.029162
851.260591,273,533.11084
1407.6212,500,538.754886
1488.109742,500,544.462627
1375.96578,500,550.071082
1466.593607,500,555.692601
373.826616,139,557.255235
293.304182,119,558.601288
871.763561,255,561.488844
276.674692,113,562.763981
731.957986,259,565.68355
962.053128,347,569.571605
375.640573,135,571.161564
303.703707,120,572.519138
725.449489,278,575.661147
1053.467087,319,579.255817
1192.328683,500,584.873782
284.716092,116,586.201551
1135.215755,370,590.432711
880.319289,315,593.982863
1526.102726,500,599.592499
263.452731,115,600.912921
486.606045,191,603.099551
312.905719,125,604.501557
1187.020779,500,610.096809
1282.061251,500,615.711327
804.234013,261,618.643798
1289.744455,433,623.564365
322.391737,128,625.006465
1414.324486,500,630.66663
690.144158,225,633.244525
289.980046,120,634.595017
941.237625,312,638.150877
1710.604193,474,643.468096
1315.101522,500,649.032774
1381.098529,500,654.864309
353.749794,141,656.497435
1430.733466,500,662.232969
1445.613595,500,667.844503
911.249959,275,670.935625
646.71368,217,673.369842
534.864514,176,675.352297
639.428269,222,677.873973
359.64227,134,679.386613
392.258309,142,680.98131
1670.962176,500,686.598504
877.750162,300,689.959363
748.475422,243,692.738513
879.647771,306,696.222376
1259.502643,500,701.829784
320.201291,126,703.248346
443.445935,149,704.924697
1680.275156,500,710.659432
327.017141,128,712.099216
335.330097,122,713.471688
882.383756,271,716.520352
347.462829,128,717.951368
1723.509515,500,723.612569
701.676829,248,726.403039
903.533778,326,730.065052
549.868608,184,732.11463
1411.554718,500,737.715629
776.840009,269,740.812052
1285.886416,500,746.429913
257.644111,108,747.643708
1549.258298,500,753.298363
1492.546181,500,758.98002
1318.525637,500,764.588445
578.054278,197,766.855289
1458.937678,500,772.500471
1404.494753,417,777.288432
282.907853,122,778.710449
552.811145,204,781.02131
1490.978873,500,786.706003
332.436812,135,788.217012
479.88262,168,790.131541
1055.806935,298,793.500288
385.655016,142,795.105638
354.186336,132,796.607672
657.49071,206,798.922502
996.784124,313,802.48005
283.949662,120,803.830479
341.422996,136,805.367592
328.626464,134,806.88648
534.790317,186,808.98365
430.461934,155,810.745155
515.402968,176,812.769215
331.410712,136,814.299439
1706.673818,463,820.516864
385.916103,145,822.694861
729.857382,226,825.560732
1121.944958,334,829.784108
540.063878,195,832.235966
585.74145,202,834.755263
1106.617065,300,838.45554
1472.244861,500,844.624878
304.188959,127,846.228894
1595.656944,500,852.736932
938.078859,278,856.129142
848.695083,261,859.653431
332.446388,139,861.482274
1243.707858,500,867.876709
1708.591222,500,874.381584
1409.112473,500,880.216687
335.086923,135,881.778514
375.615214,147,883.517581
1347.085633,419,888.466135
419.625201,151,890.243264
893.509172,268,893.399397
1120.707023,401,898.058922
291.864837,118,899.42715
1230.424939,363,903.741482
1493.782487,500,909.505036
874.829127,269,912.639934
1404.949782,397,917.285847
272.746144,116,918.630411
1285.18463,376,923.012927
316.605781,133,924.539336
922.434214,293,928.020837
375.959134,141,929.646056
1427.080599,500,935.445371
1013.131388,314,939.396111
1049.399849,344,943.59502
1147.214849,311,947.347384
439.925997,150,949.169726
1206.545499,350,953.337633
585.2459,195,955.64879
148.424549,70,956.477852
754.078088,213,959.021051
887.588169,286,962.415372
1418.598151,500,968.452705
917.058252,279,971.765814
458.041875,163,973.717301
1064.167087,352,977.900654
1320.600312,500,983.905473
1328.750203,500,989.844226
1258.973896,500,995.878009
310.371507,127,997.389155
892.485466,261,1000.516885
517.677646,170,1002.561937
1128.252928,355,1006.803344
327.718276,133,1008.456657
387.010181,146,1010.192049
351.32515,143,1011.905073
1083.390568,392,1016.583026
1497.29309,500,1022.5385
320.23505,132,1024.196818
329.665096,138,1025.85771
1082.113814,379,1030.393305
731.009311,244,1033.325222
323.369163,141,1035.020317
507.794639,179,1037.144003
1641.397047,473,1043.042253
314.800756,132,1044.927605
484.188327,176,1047.020762
906.535335,296,1050.441762
1467.44135,500,1056.791946
1225.629199,500,1063.153795
1539.13015,500,1069.655044
326.162793,135,1071.522704
1124.718979,355,1075.750278
464.211047,159,1077.69142
306.899657,137,1079.347319
457.878545,153,1081.145722
1502.677281,500,1087.027995
343.040507,139,1088.630347
1099.189155,403,1093.289135
625.684448,192,1095.642026
425.65037,153,1097.427587
1251.648396,385,1101.943255
1737.005022,500,1107.789812
507.647482,177,1109.837172
1440.09351,500,1115.85528
1320.692773,373,1120.345453
939.894762,296,1124.070401
312.245286,140,1125.789037
1372.214538,357,1130.542996
580.58311,187,1133.062885
310.689384,132,1134.873785
336.433481,143,1136.627853
824.824489,264,1139.746114
905.426895,329,1144.211828
436.715733,154,1146.208288
599.367264,204,1148.712706
861.893243,234,1151.625797
772.28849,265,1154.940961
316.981509,130,1156.464241
582.270248,174,1158.532029
327.48473,129,1160.187177
291.211325,118,1161.692043
1301.427421,500,1167.802784
1310.045092,500,1173.767239
736.614585,220,1176.613697
523.467508,176,1179.023094
317.090656,122,1180.868956
1183.248553,356,1185.326508
1059.290783,281,1188.798538
1084.445363,321,1193.017849
337.189638,143,1194.799885
969.07459,279,1198.21892
1015.768208,306,1202.27623
1500.214892,500,1208.5153
1498.09495,500,1214.888013
766.168017,222,1217.570245
340.916759,145,1219.297757
1403.057343,500,1225.559849
1012.291606,291,1229.063766
1786.415419,500,1235.271926
355.808441,130,1236.816432
343.881993,132,1238.340486
324.522888,140,1239.966875
351.40213,147,1241.689196
502.36216,169,1243.76575
756.400049,240,1246.709272
870.774078,236,1249.475273
589.002446,187,1251.731221
310.599732,142,1253.450502
1560.047227,500,1259.444367
872.521334,293,1262.915541
361.013213,135,1264.588112
891.048908,243,1267.496809
535.241392,172,1269.474372
357.18949,141,1271.205415
545.131728,189,1273.448113
888.054108,281,1276.887289
1311.242455,500,1282.862303
813.802422,259,1286.294368
668.770592,205,1288.83482
1541.894564,500,1294.889446
1602.843086,500,1301.219791
1720.645607,485,1306.810597
1400.140656,401,1311.398577
513.679693,172,1313.403507
887.649538,281,1316.705273
510.028436,177,1318.854079
1414.616449,500,1325.084541
288.57919,116,1326.542101
728.024349,257,1329.734658
297.404615,128,1331.214357
702.93408,216,1333.777365
881.416557,239,1336.725181
395.697626,159,1338.911424
365.015435,151,1340.755929
1023.404388,312,1344.455556
1029.84987,303,1348.369167
1461.62741,500,1354.551819
958.545073,291,1358.087089
351.308628,146,1360.095612
1452.574091,500,1366.002438
1546.69228,500,1371.947133
810.212475,260,1375.249209
1054.42659,294,1378.786551
515.980794,171,1380.814428
213.643421,105,1382.088568
670.097841,218,1384.741944
824.863948,228,1387.47256
908.584492,252,1390.518724
1080.791117,308,1394.192362
