#{"t_start": 1767723413.4715307, "env_id": "CustomCartPole-v0"}
r,l,t
15.0,15,0.041053
46.0,46,0.070033
54.0,54,0.106347
39.0,39,0.217803
37.0,37,0.252562
13.0,13,0.26146
19.0,19,0.273276
16.0,16,0.281532
15.0,15,0.29159
13.0,13,0.299448
58.0,58,0.336811
29.0,29,0.355731
15.0,15,0.363971
12.0,12,0.372287
28.0,28,0.389596
14.0,14,0.397044
11.0,11,0.402823
33.0,33,0.423578
32.0,32,0.443494
10.0,10,0.448381
10.0,10,0.454937
15.0,15,0.465574
15.0,15,0.475463
39.0,39,0.499746
16.0,16,0.513798
21.0,21,0.529812
15.0,15,0.541365
27.0,27,0.561919
18.0,18,0.572671
15.0,15,0.583488
14.0,14,0.59568
14.0,14,0.607916
12.0,12,0.616632
32.0,32,0.644715
26.0,26,0.670674
18.0,18,0.683854
21.0,21,0.697935
24.0,24,0.712361
18.0,18,0.726284
44.0,44,0.763238
8.0,8,0.768333
21.0,21,0.786796
37.0,37,0.814842
29.0,29,0.841688
11.0,11,0.84834
25.0,25,0.865357
18.0,18,0.879569
16.0,16,0.894166
17.0,17,0.910912
15.0,15,0.922486
27.0,27,0.942338
29.0,29,0.962609
29.0,29,0.985554
12.0,12,0.995497
25.0,25,1.009855
13.0,13,1.016254
12.0,12,1.023427
9.0,9,1.02839
18.0,18,1.039449
22.0,22,1.050452
30.0,30,1.067899
11.0,11,1.077268
15.0,15,1.092218
15.0,15,1.102565
43.0,43,1.130803
18.0,18,1.14577
17.0,17,1.162754
14.0,14,1.175009
22.0,22,1.197805
31.0,31,1.225666
69.0,69,1.292343
18.0,18,1.302915
9.0,9,1.312317
22.0,22,1.333784
15.0,15,1.345001
12.0,12,1.35306
13.0,13,1.367016
14.0,14,1.381187
13.0,13,1.390956
19.0,19,1.404857
14.0,14,1.417587
25.0,25,1.44117
16.0,16,1.455894
18.0,18,1.476843
42.0,42,1.551993
14.0,14,1.59888
14.0,14,1.620446
17.0,17,1.664211
24.0,24,1.725688
66.0,66,1.814459
17.0,17,1.836201
20.0,20,1.858387
12.0,12,1.873747
16.0,16,6.224727
18.0,18,6.237966
27.0,27,6.2574
38.0,38,6.29302
49.0,49,6.33393
21.0,21,6.350421
23.0,23,6.366837
79.0,79,6.419085
10.0,10,6.426195
96.0,96,6.487225
32.0,32,6.511824
20.0,20,6.528631
55.0,55,6.579799
37.0,37,6.604168
42.0,42,6.628435
16.0,16,6.637815
47.0,47,6.670655
16.0,16,6.681167
40.0,40,6.708507
12.0,12,6.715207
36.0,36,6.737235
75.0,75,6.785866
36.0,36,6.812922
16.0,16,6.822362
16.0,16,6.83268
57.0,57,6.875421
35.0,35,6.899483
25.0,25,6.915455
31.0,31,6.938513
44.0,44,6.976568
15.0,15,6.990699
39.0,39,7.025751
72.0,72,7.074367
69.0,69,7.120497
28.0,28,7.139036
10.0,10,7.144686
21.0,21,7.157213
26.0,26,7.172939
19.0,19,7.187061
50.0,50,7.222174
63.0,63,7.261425
53.0,53,7.297102
25.0,25,7.315349
37.0,37,7.343819
14.0,14,7.353555
26.0,26,7.376052
10.0,10,7.382788
75.0,75,7.434806
47.0,47,7.467325
15.0,15,7.477577
43.0,43,7.504246
22.0,22,7.51783
20.0,20,7.531642
84.0,84,7.585273
61.0,61,7.62219
81.0,81,11.636133
89.0,89,11.692312
23.0,23,11.706688
14.0,14,11.714538
28.0,28,11.730709
132.0,132,11.82441
78.0,78,11.878115
21.0,21,11.8924
121.0,121,11.982267
67.0,67,12.035462
86.0,86,12.091537
27.0,27,12.108561
124.0,124,12.191291
59.0,59,12.23145
98.0,98,12.299122
17.0,17,12.310882
82.0,82,12.363128
17.0,17,12.374838
12.0,12,12.382278
71.0,71,12.428245
80.0,80,12.483626
163.0,163,12.596377
60.0,60,12.639584
100.0,100,12.700593
18.0,18,12.71381
57.0,57,12.752846
32.0,32,12.777418
137.0,137,12.861331
37.0,37,12.882386
94.0,94,12.946801
85.0,85,17.023726
44.0,44,17.052688
155.0,155,17.146581
308.0,308,17.351983
111.0,111,17.422799
20.0,20,17.434886
159.0,159,17.528879
32.0,32,17.546364
160.0,160,17.642192
104.0,104,17.704767
103.0,103,17.767008
166.0,166,17.875377
226.0,226,18.028513
176.0,176,18.132801
169.0,169,18.231653
161.0,161,22.483289
289.0,289,22.657427
231.0,231,22.809875
229.0,229,22.948378
179.0,179,23.056429
291.0,291,23.22452
260.0,260,23.380762
262.0,262,23.55149
161.0,161,23.65415
382.0,382,27.897072
356.0,356,28.143664
212.0,212,28.279968
340.0,340,28.483369
500.0,500,28.774976
244.0,244,28.932847
318.0,318,33.050576
500.0,500,33.336992
500.0,500,33.722622
411.0,411,34.012396
331.0,331,34.236409
