#{"t_start": 1769539876.5982652, "env_id": "CustomHopper-source-v0"}
r,l,t
25.805523,32,0.194363
8.902464,13,0.364791
56.74433,33,0.788053
132.585939,72,1.676994
16.331638,16,1.973105
32.4193,29,2.325316
59.834325,42,2.830685
135.334524,72,3.694017
80.683807,43,4.203758
110.651353,66,4.992775
166.75921,96,6.131835
98.312344,56,6.822069
225.349129,117,8.370955
198.794743,94,9.659313
202.851975,102,10.921037
181.106205,91,12.007853
218.590921,108,13.34282
204.190012,100,14.622949
206.051007,101,15.870736
173.154579,84,16.864118
185.338336,89,17.987937
200.781504,95,19.126838
213.411846,100,20.306313
203.384465,98,21.465484
213.405981,92,22.59315
226.460432,97,23.758302
228.295561,112,25.073061
227.125207,97,26.221786
221.341167,106,27.492324
227.734123,116,28.88653
238.118505,110,30.183853
224.000345,97,31.372871
237.457808,99,32.534974
228.180847,102,33.754525
229.679094,98,34.90744
225.886772,104,36.132173
220.382402,104,37.351593
236.918772,100,38.567276
232.550313,112,40.205362
245.91742,102,41.429755
164.299415,78,42.353345
256.703649,105,43.614841
202.578699,91,44.697419
225.253917,95,45.812225
248.202953,103,47.027101
218.942164,101,48.236972
208.729701,115,49.600137
204.335145,106,50.893475
232.070502,104,52.219389
254.47518,107,53.495522
246.115597,109,54.78426
240.105487,115,56.136801
336.043696,139,57.820521
266.966392,119,59.239627
262.985219,111,60.544116
278.553972,114,61.883125
273.809149,112,63.209382
263.116552,109,64.506695
269.900297,113,65.894061
276.555119,117,67.26525
338.757696,130,68.822759
362.544267,135,70.408466
443.587124,161,72.297384
363.221496,177,74.3992
362.795989,145,76.100485
357.423714,137,77.803988
373.807019,140,79.481284
362.924191,136,81.078041
352.21752,131,82.614661
347.371278,132,84.197795
356.320508,133,85.766129
398.038165,136,87.368984
396.050571,135,88.977436
377.941698,129,90.54404
389.794823,133,92.106942
395.718943,148,93.870483
359.442176,132,95.422869
452.351986,166,97.367301
384.280736,136,98.987665
399.792805,135,100.584946
408.847022,148,102.342112
337.81628,137,104.0398
407.014647,143,105.731161
507.470189,168,107.712
381.576958,135,109.330633
419.175087,154,111.129889
548.065753,182,113.267243
536.520239,180,115.412441
397.115376,148,117.202081
636.787844,215,119.742815
492.975038,155,121.568857
470.949532,180,123.690414
726.238767,244,126.570869
595.216569,193,128.859948
742.225313,228,131.606445
746.266535,244,134.49751
820.332679,251,137.482229
786.090714,241,140.357279
767.696433,225,142.989631
633.594633,201,145.369759
734.003443,226,148.03023
843.5122,262,151.230742
623.279763,206,153.659531
972.493155,293,157.118696
771.84601,234,159.89615
647.352406,207,162.328999
248.218345,109,163.611788
644.000271,204,166.075017
1334.25175,500,171.960181
1371.670991,500,177.829338
1423.88548,500,183.715044
1040.454415,333,187.706611
719.583361,214,190.233908
644.912775,198,192.560565
664.84424,205,194.993165
657.103774,200,197.343026
700.268952,211,199.851135
667.45922,206,202.268636
681.497003,210,204.765222
832.957955,259,207.874213
712.592393,220,210.481423
712.649072,216,213.02134
699.856052,220,216.213194
665.412828,209,218.883868
679.175983,219,221.537883
1392.582073,435,226.902942
1131.19052,356,231.147454
1621.644027,500,237.929816
1218.205728,362,242.505143
1578.437642,500,248.406541
1523.145413,500,254.412386
1191.828526,359,258.660062
1125.605808,340,262.705651
1117.406588,338,266.717115
1254.337373,377,271.235503
1355.864624,400,276.095145
930.092041,297,279.669091
1587.039049,500,285.571175
1632.669307,486,291.30949
1085.970416,321,295.110872
1188.591574,380,299.664797
1157.370971,375,304.080806
1549.208472,500,309.965374
1115.241391,319,313.716853
1531.71844,500,319.603972
1355.876499,387,324.173432
1553.236956,500,330.114651
1556.712049,500,336.02095
1619.739369,477,341.757136
1561.62848,500,347.700287
1539.964447,500,353.697228
1234.614856,355,357.877947
1601.860847,500,363.747215
1577.379444,500,369.664911
1560.913155,500,375.534388
1528.642681,500,381.476142
1518.553083,500,387.327879
1542.796562,500,393.145053
1553.740416,500,399.060268
1540.805592,500,404.940655
1095.712223,352,409.165293
1743.795293,500,415.055319
1539.369183,500,420.948777
1615.555044,500,426.789021
1690.804126,500,432.66999
1614.27219,500,438.540457
1649.173387,500,444.473443
1571.932778,500,450.403627
1599.654635,500,456.299043
1600.004822,500,462.183329
1647.106707,468,467.662621
1610.946126,500,473.608457
1661.144495,471,479.151485
1633.304782,500,485.039757
1602.901989,500,490.925535
1785.927525,500,496.81519
1283.962572,366,501.174911
1443.935909,408,505.98849
1652.328528,500,511.891501
72.012727,44,512.405185
84.22511,48,512.966614
1496.193883,415,517.861915
1603.826833,500,523.820613
1545.459816,434,529.041786
1543.559454,440,534.270411
1616.758835,500,540.149012
1747.284216,500,546.033309
1296.528351,360,550.273716
1595.893114,500,556.203543
1619.74896,500,562.096019
1639.308347,500,567.982491
1633.833153,500,573.871133
1518.556932,500,579.756306
1620.301588,500,585.700456
1705.303883,490,591.475956
1620.523157,500,597.348576
1582.312571,500,603.225765
1621.425418,500,609.196349
1595.278767,449,614.469185
1681.671296,500,620.345615
1632.675055,500,626.242013
1444.517762,396,631.120388
1578.171547,500,636.715139
1570.392406,440,641.66439
1561.480785,500,647.269988
1645.708896,500,652.845705
1582.96959,450,657.841769
1650.737659,500,663.383068
