#{"t_start": 1769539876.598124, "env_id": "CustomHopper-source-v0"}
r,l,t
7.675399,11,0.05263
13.401174,16,0.126324
22.280918,44,0.692882
8.30751,29,1.067431
10.112701,14,1.237236
35.557115,46,1.826023
5.730891,10,2.022261
5.591133,14,2.192221
67.147635,42,2.69854
5.641813,11,2.830826
131.370024,63,3.584533
115.12094,76,4.495278
49.252723,56,5.161345
118.092892,60,5.86831
45.848592,27,6.190365
44.247024,118,7.738353
185.542767,92,8.994162
211.797946,102,10.281815
177.107047,89,11.368708
202.522481,99,12.566769
188.326419,87,13.692214
198.476614,96,14.867312
203.673044,98,16.07453
186.920516,91,17.149914
217.780494,99,18.398073
207.566277,97,19.54873
176.633995,81,20.505953
201.531438,95,21.629353
235.22134,111,22.993542
225.382621,99,24.166817
229.444696,100,25.342271
235.181064,101,26.539129
209.326349,103,27.776847
242.84778,119,29.20554
239.413944,109,30.540516
66.864542,39,31.001047
224.243021,96,32.128191
227.247395,99,33.310501
219.854287,98,34.462329
236.159897,104,35.687123
212.277054,101,36.875173
221.726849,108,38.170067
245.772905,101,39.498856
263.689138,108,40.984465
269.241985,109,42.271716
271.18691,113,43.626633
197.913354,90,44.697563
227.335641,96,45.824261
204.640939,101,47.015596
221.027095,105,48.274867
211.662325,99,49.448395
217.044912,117,50.870267
245.495009,109,52.254952
244.064407,106,53.521532
233.321772,105,54.760579
246.178234,115,56.113794
280.045395,123,57.60931
282.927995,119,59.027948
246.443771,115,60.379316
313.147886,122,61.812634
258.359062,105,63.043333
273.328968,113,64.402076
273.001794,110,65.753677
277.512808,113,67.079639
326.226608,134,68.678919
429.342443,150,70.443217
347.093566,142,72.110098
401.423541,157,73.971515
343.776057,156,75.8095
345.85361,135,77.431056
387.967253,146,79.233636
347.013912,131,80.772867
360.257386,136,82.367245
344.093054,130,83.926912
342.132858,130,85.459033
409.505563,140,87.110725
393.897165,136,88.728195
387.904454,131,90.270342
378.232388,131,91.860137
365.041461,128,93.379975
402.673214,146,95.105139
376.036206,135,96.690132
406.076416,140,98.336414
383.258849,130,99.893504
406.610382,141,101.548678
375.397764,130,103.098613
444.13872,144,104.878616
327.462731,130,106.424775
434.032812,149,108.171544
395.672976,147,109.927442
561.842129,188,112.126294
553.847773,185,114.321033
409.292811,137,115.939462
514.780562,174,118.037303
493.446762,167,120.016609
361.252543,134,121.595855
637.205069,219,124.188755
552.723431,171,126.190441
543.530911,175,128.251942
577.813958,187,130.477264
584.267697,182,132.670266
749.471858,228,135.392068
655.612731,199,137.753595
589.074026,185,139.971803
645.031889,205,142.370383
731.575795,217,144.930806
603.209937,190,147.171432
545.497441,169,149.273811
755.98956,235,152.044674
814.688153,243,154.921856
977.964698,298,158.433266
576.037747,184,160.609001
648.021957,210,163.07531
1328.625207,422,168.107279
1376.911337,493,173.907753
1384.078307,500,179.806612
893.634753,270,182.967247
905.929599,277,186.235149
822.346291,258,189.339022
799.039374,239,192.145503
667.29853,203,194.549862
679.394249,206,196.969988
698.847077,220,199.586401
693.263178,211,202.065865
714.42823,224,204.717944
843.008568,247,207.692302
685.503057,211,210.198054
824.465094,241,213.03394
831.736098,245,216.522918
769.619754,241,219.622691
1137.02544,351,223.841352
1058.041747,336,228.01436
1486.103925,500,234.100169
1557.227779,465,240.584473
891.976584,278,243.870599
1543.236757,500,249.783548
1220.64082,357,254.092041
1436.98406,412,258.971271
1290.130244,366,263.313367
1620.075274,500,269.221682
1388.6431,406,274.081091
1117.63877,326,278.131083
852.666023,270,281.359385
1537.93925,500,287.263088
1324.819735,398,291.964883
1307.449127,399,296.672441
1305.4616,385,301.260801
1502.573773,500,307.166105
1540.911654,456,312.53491
1554.3839,500,318.416451
1312.921896,381,322.914433
1530.297244,500,328.848301
1383.749449,401,333.593007
1245.343005,361,337.86146
1558.369416,465,343.451847
1377.115403,403,348.238204
1493.555372,500,354.238546
1539.993076,500,360.110767
1642.665298,478,365.743935
1574.841303,500,371.636803
1529.667012,440,376.807293
1582.140001,500,382.764841
1579.683621,500,388.592189
1552.804186,500,394.426994
1537.259139,500,400.334683
1596.653756,500,406.211187
1568.332151,500,412.179067
1531.862657,500,418.065554
1596.792228,500,423.929437
1628.211522,500,429.792353
1584.313314,500,435.670166
1658.914081,500,441.553053
1700.332056,486,447.317633
1604.843073,500,453.248137
1713.937915,495,459.081469
1602.160073,500,464.966163
1646.867008,477,470.533736
1569.826666,434,475.726415
1628.31909,459,481.124867
1609.671857,500,487.016538
1632.131331,500,492.906933
1494.456896,424,497.899459
1597.818144,500,503.842418
1472.961468,410,508.694058
1603.152844,458,514.086704
1554.939613,440,519.278695
1581.82112,500,525.363287
1678.428351,476,530.983218
1357.934813,384,535.526341
1282.79662,363,539.780518
1695.939001,462,545.21998
1792.047279,500,551.110785
1530.491592,500,557.043167
1578.001595,500,562.943452
1587.35501,500,568.826231
1580.371642,432,573.909854
1631.786883,500,579.845474
1544.533598,500,585.739185
1576.40644,500,591.63206
1620.134793,500,597.502884
1588.082794,500,603.387308
1616.228842,500,609.350419
1621.255624,500,615.243317
1577.576628,500,621.115272
1669.301954,473,626.675646
1609.347681,500,632.721263
1579.896312,500,638.33408
1603.897908,500,643.9213
1571.591496,500,649.504334
1592.886724,500,655.072809
1364.715758,392,659.42979
1719.279421,500,664.977888
1431.261925,404,669.469043
1664.26485,500,675.016995
1590.066162,500,680.567124
1573.505159,428,685.311851
1633.337883,500,690.863263
1554.40447,500,696.402876
1588.691518,500,701.959389
1748.327861,486,707.372057
1543.915394,500,712.983874
1589.297344,500,718.528963
1704.819202,500,724.074978
1610.2314,449,729.058744
1553.397011,500,734.640341
1703.204212,500,740.281678
1665.705002,500,746.282151
1340.654424,368,750.496085
1725.111706,500,756.136014
1613.539704,500,761.714142
1558.809661,500,767.315855
1409.133684,400,771.778954
1600.552843,500,777.344706
1589.762698,500,782.910009
1608.539291,500,788.572498
1582.668207,500,794.127036
1618.027108,437,799.017575
1323.195736,379,803.325681
1622.712032,500,808.908195
1724.365825,476,814.254999
1820.493435,500,819.924258
1831.772111,498,825.600539
1816.762057,492,831.07452
1777.537266,480,836.40017
1642.204067,500,841.96041
1587.96719,500,847.504965
1637.425859,451,852.509819
1656.127204,500,858.067462
1733.622345,500,863.670534
1755.755307,500,869.220797
1651.506031,449,874.211476
1712.348027,500,879.758265
1647.336452,453,884.818575
1570.332215,500,890.402305
1579.239784,500,895.968201
1677.609161,473,901.219633
1591.274649,500,906.774212
1673.253947,500,912.32999
1440.470546,408,916.915571
1681.473593,500,922.464452
1485.34585,410,927.009293
1639.129083,500,932.559194
1635.520843,436,937.467583
1579.829872,500,943.10941
1395.046807,379,947.34966
1781.753297,495,952.858648
1719.985361,500,958.400554
1730.414122,500,963.94708
1599.725407,500,969.568883
1620.396605,446,974.522232
1625.872324,500,980.087494
1629.288407,500,985.645605
1880.451032,500,991.197063
1085.530303,301,994.585679
1718.833171,500,1000.144833
1581.336318,500,1005.740877
1697.313402,500,1011.296855
1632.839464,442,1016.271014
1843.502481,500,1021.822439
1388.820358,378,1026.02271
1684.336103,479,1031.366726
1540.921951,413,1035.958178
1700.857878,500,1041.616546
1719.128581,500,1047.18762
1046.79128,291,1050.460413
1114.031957,305,1053.85864
1678.82635,500,1059.433253
77.484792,44,1059.924554
1041.01504,300,1063.284056
1340.16219,385,1067.593368
1413.803528,400,1072.054738
1801.725676,490,1077.536066
1352.661284,386,1081.818287
1116.087807,303,1085.193785
1673.70745,448,1090.168055
1134.405034,307,1093.585732
1075.10806,301,1096.937193
1542.890939,417,1101.576409
1631.575353,451,1106.597554
1380.895554,369,1110.709454
1276.810732,340,1114.492853
1097.789128,304,1117.88289
1883.581394,500,1123.442797
1129.598883,308,1126.890768
1354.484612,367,1130.977044
1151.318654,314,1134.521873
1170.508366,315,1138.04351
1208.348836,327,1141.774409
1044.00752,293,1145.048108
1821.534391,500,1150.625824
1235.843752,349,1154.584804
1851.703988,500,1160.146034
1840.614744,499,1165.829181
1716.784782,459,1170.948035
1609.820018,419,1175.619541
1200.732612,322,1179.217059
1083.944582,301,1182.590918
1178.9689,320,1186.247027
1141.774091,314,1189.736342
1667.097261,500,1195.308436
1695.090588,500,1200.870316
1421.128987,388,1205.221466
1267.097489,346,1209.226925
1311.397545,354,1213.187352
1696.111342,453,1218.315204
1669.935986,500,1223.942344
1669.907598,500,1229.525945
1758.54981,500,1235.055825
1804.725917,500,1240.618292
1687.457702,500,1246.22552
1911.17585,495,1251.73058
1711.287471,459,1256.824962
1610.572778,500,1262.410668
1628.381942,500,1267.95496
1639.92887,500,1273.499539
1763.362456,500,1279.038109
1817.963837,500,1284.593524
1599.90049,500,1290.174794
1656.592152,427,1294.914269
1772.445797,460,1300.015494
1530.631128,409,1304.572745
1617.744668,500,1310.133265
1633.112095,423,1314.880379
1661.062727,500,1320.51587
1596.891561,445,1325.460725
1725.554954,500,1331.05617
1598.44311,500,1336.642124
1660.108676,500,1342.213379
1667.322084,500,1347.793972
1690.495883,500,1353.418285
1687.980963,500,1359.044998
1822.493805,500,1364.632637
1819.384322,481,1369.965447
1759.360573,500,1375.519081
1717.791641,500,1381.171003
